id,sex,employment,married,income,digital3
192927,1,employed,1,14939,.57488388
192928,0,employed,1,18173,0
192929,0,employed,1,7463,.557127
192930,1,employed,1,17243,.40413931
192931,0,employed,1,208800,.74310887
192932,1,student,0,30763,0
192933,1,unemployed,1,6755,.53251982
192934,1,employed,0,8501,.99527055
192935,0,unemployed,1,0,.19739175
192936,1,student,0,0,.059507079
192937,1,employed,1,9512,0
192938,0,employed,1,18178,0
192939,0,employed,0,23963,.67372096
192940,0,unemployed,0,17355,.14195213
192941,0,student,0,10869,.79734915
192942,1,employed,1,7076,.40399054
192943,0,unemployed,1,0,.22086419
192944,1,employed,0,8462,.51665199
192945,0,retired,0,14052,.09314014
192946,0,employed,1,23203,.6021111
192947,1,employed,1,18022,.1898753
192948,0,employed,1,29597,0
192949,0,student,0,23169,.25473335
192950,1,unemployed,1,8428,.48650226
192951,1,unemployed,0,0,.55041206
192952,1,retired,1,4838,0
192953,0,employed,0,26872,.71424502
192954,1,employed,0,13803,.14962833
192955,1,employed,1,9870,0
192956,1,employed,1,7337,.6903556
192957,1,unemployed,0,0,.32892376
192958,0,employed,1,13747,0
192959,0,employed,0,8289,0
192960,1,retired,1,6752,.082912341
192961,0,student,0,0,.28351337
192962,1,employed,1,6493,.65762222
192963,1,employed,1,10662,.63640922
192964,0,retired,1,11228,.32344535
192965,0,student,0,0,.83454007
192966,0,student,0,3858,.9345417
192967,1,employed,1,8928,.86211461
192968,1,employed,1,32677,.61398274
192969,0,employed,1,8478,0
192970,1,employed,1,16034,.51694846
192971,1,employed,1,23266,.65650356
192972,0,employed,0,6316,.032050591
192973,0,employed,1,7447,0
192974,0,retired,0,12148,.2993347
192975,0,employed,1,7993,0
192976,1,employed,1,12239,0
192977,1,employed,1,41714,.21622501
192978,1,student,0,0,.80697656
192979,1,employed,1,8865,.071049921
192980,1,employed,1,21293,.099988319
192981,0,retired,0,3252,.28507826
192982,0,retired,1,3678,.23832539
192983,0,student,0,16648,.88080639
192984,1,employed,1,22397,.43310767
192985,1,retired,1,46653,.226703
192986,0,unemployed,1,0,0
192987,0,employed,1,4790,.51704144
192988,1,unemployed,0,6663,.48522776
192989,0,employed,1,15685,.80298954
192990,1,employed,1,28037,.93594068
192991,0,employed,0,141090,.77164757
192992,0,unemployed,1,0,.051554568
192993,1,student,0,0,.72713101
192994,0,employed,0,52628,.26492843
192995,1,unemployed,0,16750,.022136372
192996,0,retired,0,13166,.13008425
192997,1,retired,0,8198,.25623018
192998,1,employed,1,8938,.50516838
192999,1,student,0,0,.63058263
193000,0,student,0,0,0
193001,0,employed,1,76443,0
193002,0,unemployed,1,0,0
193003,0,employed,0,8521,.31997529
193004,0,employed,0,17359,.019447409
193005,0,employed,1,10804,.55102831
193006,0,employed,1,5313,0
193007,1,employed,1,6598,0
193008,0,employed,1,9290,.59253681
193009,0,employed,1,7984,0
193010,0,unemployed,1,9177,.59960312
193011,1,employed,1,10798,0
193012,0,unemployed,1,0,.81982654
193013,1,employed,1,10290,.32437626
193014,1,student,0,7533,0
193015,0,student,0,0,.16440541
193016,0,retired,1,18292,.37350091
193017,0,employed,1,25575,.71008182
193018,0,employed,1,5483,.22114655
193019,1,employed,0,174727,.58026129
193020,1,student,0,1174,.82677126
193021,0,employed,0,18770,.57700598
193022,1,employed,1,8347,.34649557
193023,1,employed,1,59428,0
193024,1,employed,1,29942,.71087146
193025,0,unemployed,1,0,.17971297
193026,1,employed,1,85505,.85103953
193027,0,employed,0,73385,.69009566
193028,0,student,0,0,.23453864
193029,1,unemployed,1,0,0
193030,0,student,0,13302,.10708553
193031,1,employed,1,24920,.42946985
193032,1,student,1,0,.92592323
193033,0,employed,1,50109,0
193034,0,unemployed,1,0,.14238711
193035,0,employed,1,28176,0
193036,1,employed,1,192678,.82678211
193037,1,employed,1,12007,.4790127
193038,0,employed,0,677624,0
193039,0,employed,1,56762,.37296313
193040,0,unemployed,1,0,.50392705
193041,0,student,0,4115,.86097151
193042,1,employed,1,14252,0
193043,0,unemployed,1,11139,.39541414
193044,0,employed,1,5403,0
193045,1,student,0,17881,.97568595
193046,1,student,0,11424,.97112751
193047,1,employed,1,5368,.07232812
193048,0,unemployed,1,10218,.57603949
193049,0,student,0,146363,.83580983
193050,1,unemployed,1,0,.44003606
193051,1,employed,0,6854,.25052533
193052,1,employed,1,72821,0
193053,0,employed,1,37712,0
193054,0,employed,0,16345,0
193055,0,employed,0,6009,.55509651
193056,0,employed,1,65960,.77258241
193057,1,employed,0,30464,.30807677
193058,1,employed,1,19337,.65765959
193059,0,retired,1,24621,.21387653
193060,1,student,0,9354,.7440719
193061,0,employed,1,4357,.51392776
193062,0,employed,0,8203,0
193063,1,employed,1,9921,.49224943
193064,1,student,0,7201,.89000767
193065,1,employed,0,16008,0
193066,1,employed,1,11070,0
193067,1,employed,1,12031,0
193068,1,unemployed,1,6035,0
193069,1,employed,1,7187,.54071993
193070,0,retired,1,14345,.23415115
193071,1,student,0,0,.92874777
193072,1,student,0,5646,.81687504
193073,0,student,0,0,.98009932
193074,0,employed,1,18201,.035470482
193075,1,employed,1,36964,.88535154
193076,1,unemployed,0,17538,0
193077,0,unemployed,0,7583,0
193078,0,student,0,0,0
193079,1,student,0,0,.8239181
193080,0,employed,1,30570,.65314454
193081,0,student,0,8432,.26986939
193082,0,student,0,0,.86788553
193083,0,retired,1,9688,0
193084,1,employed,1,6012,.80865031
193085,0,employed,1,20329,0
193086,1,employed,1,49155,.088547595
193087,0,employed,0,6234,.61180723
193088,1,retired,1,5391,.20862785
193089,0,employed,1,10414,0
193090,1,employed,1,62086,0
193091,1,employed,1,9908,.32320356
193092,0,employed,0,11955,.81933039
193093,1,employed,0,15369,.79484326
193094,1,employed,0,53479,.087783962
193095,0,retired,1,6050,0
193096,0,employed,1,8893,.73273027
193097,1,employed,1,25754,.66201109
193098,0,retired,1,10029,.38007656
193099,0,employed,1,14342,.79819798
193100,1,student,0,32131,.059953757
193101,1,employed,0,8933,0
193102,0,employed,1,21803,.66076654
193103,0,employed,1,7253,.8189401
193104,0,employed,1,7992,.11191104
193105,0,student,0,4715,.78909373
193106,1,student,0,0,.84795678
193107,1,unemployed,1,23158,.11802226
193108,1,unemployed,1,0,0
193109,1,employed,1,17280,.28202939
193110,1,student,0,0,.88082671
193111,1,unemployed,0,9518,.8622092
193112,1,student,0,0,.78488088
193113,0,unemployed,1,0,.80275029
193114,0,employed,1,8131,.18620081
193115,1,employed,1,12936,.44006094
193116,0,employed,1,7291,.71911091
193117,1,student,0,9478,.17842893
193118,0,employed,0,113970,0
193119,1,employed,1,35171,.79066557
193120,1,employed,1,72196,.52033645
193121,0,employed,0,7875,0
193122,1,employed,0,23671,.61993933
193123,1,employed,1,20272,.37642512
193124,1,student,0,105446,.82173258
193125,1,student,0,88309,.85866582
193126,1,retired,0,62910,0
193127,1,employed,1,27657,.41323075
193128,0,employed,0,6811,.26483491
193129,1,retired,1,29884,0
193130,0,retired,0,6340,.22123358
193131,1,unemployed,1,19479,.58509719
193132,1,employed,1,7615,.46386787
193133,1,retired,1,66900,.088916115
193134,1,employed,1,15611,0
193135,1,employed,1,38102,.67734522
193136,1,employed,1,21859,.87741345
193137,1,employed,0,9759,.29370728
193138,0,employed,1,5209,0
193139,0,employed,1,26951,.60368299
193140,1,employed,1,19074,.49519709
193141,1,employed,1,10186,0
193142,1,student,0,0,.81421924
193143,1,student,0,0,.59745002
193144,1,retired,1,5446,0
193145,0,employed,1,8924,.73242664
193146,1,employed,0,10011,.66727608
193147,0,student,0,31441,.27305606
193148,1,employed,1,16909,.29686868
193149,1,student,0,0,.076636195
193150,1,employed,1,8646,0
193151,0,unemployed,0,5745,.50206733
193152,0,employed,0,32638,.35965952
193153,0,employed,1,7630,0
193154,0,unemployed,1,8372,.81924754
193155,0,employed,0,17079,0
193156,1,student,0,0,.88979143
193157,1,employed,1,6427,.53304935
193158,1,employed,1,24251,.99845403
193159,1,employed,1,6629,.56701946
193160,0,employed,1,11697,.2607618
193161,1,employed,1,34849,.13924204
193162,0,student,0,0,0
193163,1,employed,1,6219,.61189848
193164,1,employed,1,13275,0
193165,0,unemployed,1,11429,.6564008
193166,0,unemployed,1,5356,.60946363
193167,1,student,0,0,.78816813
193168,1,unemployed,0,9126,0
193169,1,student,0,0,.85111398
193170,1,unemployed,1,0,.42996436
193171,0,employed,1,17223,.56771922
193172,0,employed,0,23477,.11326356
193173,0,employed,0,7492,0
193174,1,employed,1,365647,.85271263
193175,0,unemployed,1,7710,.9399513
193176,1,unemployed,1,14065,.22198205
193177,0,student,0,10331,.97397155
193178,0,employed,1,4268,.0084568411
193179,1,student,0,4851,.43486711
193180,1,employed,1,18844,.16221565
193181,0,employed,1,5551,.41180828
193182,0,employed,1,20686,.81229085
193183,1,student,0,5623,0
193184,0,employed,1,7792,.59749424
193185,1,employed,1,14570,.71358192
193186,1,employed,1,221801,0
193187,1,student,0,6779,.3653625
193188,1,student,0,18988,.21003164
193189,1,employed,1,8707,.67587
193190,0,retired,0,4826,0
193191,1,unemployed,1,8563,0
193192,0,employed,0,23107,0
193193,0,retired,1,3483,.025319809
193194,0,retired,1,2433,0
193195,1,unemployed,1,6970,.084842451
193196,0,unemployed,1,16804,0
193197,1,unemployed,0,0,.10391434
193198,0,employed,0,39413,.35006624
193199,0,retired,0,5352,.10493295
193200,1,employed,1,46296,.51498902
193201,0,unemployed,0,7609,.92695868
193202,0,employed,1,5396,.90325314
193203,1,retired,1,8597,.22513771
193204,0,employed,0,16563,0
193205,1,employed,0,6468,0
193206,1,employed,1,21012,.87058544
193207,0,unemployed,1,32340,.63414389
193208,0,employed,0,10709,.21527235
193209,1,employed,0,18201,.098829269
193210,1,employed,1,10143,.67328626
193211,1,retired,1,6552,0
193212,0,employed,1,9122,.23262459
193213,0,unemployed,1,0,.72130096
193214,0,student,0,0,.3771773
193215,0,employed,1,10534,0
193216,1,employed,0,20146,.50086433
193217,1,unemployed,0,0,.58504862
193218,1,student,0,12450,.86821848
193219,0,unemployed,1,0,0
193220,1,student,0,10975,.88712811
193221,1,unemployed,1,7786,.061585106
193222,1,student,0,0,.90164244
193223,1,retired,0,15040,.18370786
193224,1,unemployed,0,10582,0
193225,1,unemployed,1,0,.31066862
193226,1,employed,1,9212,.56666857
193227,0,employed,1,9093,.24840118
193228,1,employed,1,13851,.40297785
193229,0,employed,1,6490,.74367326
193230,1,retired,1,5213,.27518854
193231,0,student,0,7392,.45491859
193232,1,student,1,0,.84651387
193233,1,student,0,5797,.46585333
193234,1,employed,1,5959,.58161879
193235,1,employed,1,5078,.94830841
193236,1,retired,1,15393,.31895092
193237,1,employed,1,23587,0
193238,0,employed,1,6921,.67814738
193239,0,unemployed,1,0,0
193240,0,student,0,6552,.94935167
193241,0,employed,1,9057,0
193242,1,student,0,0,.87011248
193243,0,employed,0,19840,.2899518
193244,0,employed,1,8741,.91944045
193245,1,employed,1,10443,.54667628
193246,1,employed,0,5073,.59061164
193247,1,employed,1,21960,.70215446
193248,0,employed,1,9731,0
193249,0,employed,1,96934,0
193250,0,employed,0,12377,0
193251,1,student,0,0,.8868621
193252,0,unemployed,0,0,.62682676
193253,0,unemployed,1,6082,0
193254,1,employed,1,9068,.62835509
193255,1,retired,1,8251,.11526582
193256,1,employed,1,7293,0
193257,1,student,0,0,.17124581
193258,1,employed,1,9193,0
193259,0,unemployed,0,0,.20299131
193260,0,employed,1,29351,.63386124
193261,1,employed,0,11733,.68039572
193262,1,employed,1,7504,.43305326
193263,0,unemployed,1,6667,.43546551
193264,0,student,0,0,.85805357
193265,0,employed,0,10206,.63693243
193266,1,unemployed,0,13533,0
193267,0,unemployed,0,14845,0
193268,1,employed,0,58564,0
193269,0,unemployed,0,0,.064696722
193270,1,retired,1,3161,.21372125
193271,1,retired,1,3347,.20895843
193272,1,employed,1,8695,.58488989
193273,1,student,0,3322,.97332156
193274,1,student,0,0,.72654855
193275,0,unemployed,0,17856,.65027755
193276,1,retired,0,7752,0
193277,1,employed,0,9057,.47871247
193278,1,unemployed,1,0,.043888729
193279,1,employed,0,7587,.85438597
193280,0,retired,1,6717,.043597333
193281,1,student,0,0,.93364811
193282,0,employed,1,5499,.53311175
193283,1,retired,1,4839,.26856333
193284,0,retired,1,2427,.21506879
193285,0,unemployed,1,0,.7192167
193286,0,retired,0,50004,0
193287,1,employed,1,66304,.64122546
193288,0,unemployed,1,28611,.10224245
193289,0,employed,1,69105,.86013752
193290,1,employed,1,8348,0
193291,0,student,0,0,0
193292,1,employed,1,7585,.40183878
193293,0,employed,0,21937,0
193294,0,retired,1,5336,0
193295,1,employed,1,12707,.50215733
193296,0,employed,1,10055,.11716235
193297,1,employed,1,8533,.52279902
193298,0,retired,1,8692,0
193299,1,employed,1,63847,.59054404
193300,1,employed,1,11500,.56572533
193301,0,employed,1,6361,.19618453
193302,1,employed,1,22729,0
193303,1,unemployed,1,7563,.89833218
193304,1,retired,0,11751,.022814808
193305,1,employed,1,15406,.50221229
193306,0,employed,0,5941,.53761953
193307,1,employed,1,12150,.51321787
193308,1,unemployed,1,0,.68143082
193309,1,unemployed,1,0,.9067077
193310,1,student,0,15528,.9356612
193311,1,employed,1,9685,.72319996
193312,0,student,0,0,.9818002
193313,0,employed,1,24795,.76596618
193314,1,retired,1,7169,.029622147
193315,1,employed,1,321334,.48725146
193316,0,employed,1,28120,.55915976
193317,1,employed,0,14462,.5267939
193318,0,unemployed,1,12928,.57083035
193319,1,employed,0,70646,.67309457
193320,0,unemployed,1,0,.36409616
193321,0,employed,1,37366,.57809192
193322,0,employed,1,13471,.79567969
193323,0,student,0,0,0
193324,0,employed,1,12407,.97008425
193325,1,student,1,9081,.77020884
193326,1,student,0,0,.80559707
193327,1,employed,1,37526,.62299919
193328,1,employed,1,11774,.11405557
193329,1,employed,0,6049,.59187108
193330,1,employed,1,55234,0
193331,1,employed,1,6249,.30850887
193332,0,student,0,0,.88058722
193333,0,employed,1,24870,.5959999
193334,1,employed,0,11415,.50102377
193335,1,employed,1,7651,.14647137
193336,0,unemployed,1,0,.47039106
193337,0,employed,1,804750,0
193338,1,employed,0,8800,.352891
193339,0,employed,1,9674,0
193340,1,unemployed,1,0,0
193341,0,student,0,0,.73944926
193342,1,employed,1,25855,.284603
193343,1,retired,1,4508,.083894819
193344,0,unemployed,0,0,0
193345,1,employed,1,17264,.44500664
193346,0,retired,1,15320,.33453462
193347,0,employed,1,17280,.77634448
193348,1,student,0,17678,.93806547
193349,1,student,0,0,.95321053
193350,0,employed,1,9266,.81623226
193351,1,employed,1,101892,.29459262
193352,0,unemployed,1,0,.27348378
193353,0,employed,0,6317,.6914199
193354,1,retired,1,8201,.24173132
193355,0,employed,1,6785,0
193356,1,employed,0,18610,.61722106
193357,1,employed,1,23180,0
193358,1,unemployed,0,5320,0
193359,1,employed,1,8993,0
193360,0,employed,0,11463,.2792899
193361,0,employed,1,9815,.91803706
193362,1,employed,1,30569,.46720958
193363,1,retired,0,4287,.28362483
193364,1,student,0,0,.98409992
193365,0,employed,0,8832,.8274321
193366,0,retired,1,9378,.30797419
193367,0,unemployed,0,13988,.39486074
193368,1,student,0,0,.79436266
193369,1,unemployed,0,0,.60411137
193370,0,retired,1,13450,.24708076
193371,1,employed,1,9731,.61800933
193372,1,employed,1,10340,.58248478
193373,0,employed,0,6205,.73659849
193374,0,employed,1,20780,0
193375,1,employed,1,8801,.052495174
193376,0,retired,0,9994,.25836965
193377,0,employed,0,75325,.47897065
193378,0,unemployed,0,16260,.26275653
193379,1,employed,1,8105,.97768521
193380,0,unemployed,1,0,.64032972
193381,1,employed,0,27864,0
193382,0,employed,1,4698,.60581028
193383,1,employed,0,7099,.50892907
193384,1,employed,1,100474,0
193385,1,unemployed,0,12061,.68335795
193386,1,employed,0,7269,.62227505
193387,1,retired,1,4134,.29526973
193388,0,employed,1,9614,.71306753
193389,0,employed,1,14735,.53196442
193390,0,student,0,21023,0
193391,1,employed,1,31655,.42958423
193392,0,employed,1,25136,.56132656
193393,0,employed,1,8517,.9976545
193394,1,retired,1,78727,.21803279
193395,0,employed,1,6900,0
193396,1,retired,0,6424,.21780474
193397,1,unemployed,0,10772,.34421748
193398,1,employed,1,19522,.71379668
193399,1,employed,1,10284,0
193400,1,employed,1,10626,.83899748
193401,1,employed,1,14234,0
193402,1,employed,1,9560,.53893256
193403,1,employed,1,114718,.60595834
193404,0,student,0,0,.9898327
193405,1,retired,1,18060,.313968
193406,1,student,0,14460,.27077901
193407,0,retired,1,3076,0
193408,1,student,0,0,.20441863
193409,1,employed,1,5572,.37520698
193410,1,employed,1,8049,.040609907
193411,0,unemployed,1,6943,.68590659
193412,1,employed,1,35111,.15693796
193413,1,student,0,0,.85899109
193414,1,employed,1,12714,.34624141
193415,0,employed,1,7560,.53020662
193416,1,employed,1,53431,0
193417,1,employed,1,7135,.50004381
193418,1,unemployed,1,0,.40546829
193419,1,employed,1,6552,0
193420,1,student,0,12343,.73462975
193421,1,retired,1,4475,0
193422,1,unemployed,0,18232,.10201127
193423,0,unemployed,1,0,.74816215
193424,0,retired,1,7292,0
193425,1,student,0,5851,.85142529
193426,1,employed,0,5251,.64556813
193427,0,student,0,0,.48330957
193428,1,unemployed,1,17549,.95605415
193429,1,retired,1,3771,.34937215
193430,1,student,0,24119,0
193431,1,student,0,0,0
193432,0,unemployed,1,16930,0
193433,0,employed,1,6966,.69047314
193434,0,student,0,0,.39932922
193435,1,student,0,0,.89845896
193436,1,retired,1,11720,0
193437,0,retired,1,20478,0
193438,1,employed,1,6848,.72733468
193439,0,employed,1,7336,.18567537
193440,1,employed,1,10828,.027221033
193441,1,employed,0,7753,0
193442,1,employed,1,8083,0
193443,1,retired,0,19259,.31542629
193444,1,employed,1,40747,0
193445,1,employed,1,8053,.75723356
193446,1,student,0,0,.054107729
193447,1,retired,1,8764,0
193448,0,employed,0,135986,.59687865
193449,0,employed,1,8748,0
193450,0,employed,1,9167,.52828759
193451,1,employed,1,36778,.43206146
193452,1,retired,0,11593,.20079067
193453,1,employed,1,24355,.65608722
193454,1,employed,1,6288,.58466047
193455,1,employed,1,16535,.56386608
193456,0,student,0,4118,.95750666
193457,1,student,0,0,.001042749
193458,0,employed,0,53349,.000097414733
193459,1,student,0,25681,.79298937
193460,1,employed,1,155808,.52936095
193461,1,employed,1,7931,.80997783
193462,0,employed,1,7085,0
193463,1,unemployed,0,0,.15761925
193464,0,unemployed,1,12371,.71056044
193465,0,student,0,0,.88648641
193466,0,student,0,0,.56922156
193467,0,employed,1,15353,.76095539
193468,1,employed,0,9278,.41984949
193469,0,unemployed,1,0,.78374648
193470,1,employed,0,13456,.70849937
193471,1,retired,1,31395,0
193472,1,employed,1,5673,.33740985
193473,1,retired,1,5446,.12939189
193474,1,employed,1,10133,.9468208
193475,0,employed,1,12853,0
193476,0,employed,0,7105,.75917852
193477,0,employed,1,13040,.66442293
193478,0,unemployed,1,15122,.5565356
193479,1,student,0,0,.86840838
193480,0,employed,1,6719,.42945474
193481,1,employed,1,6570,.83932441
193482,1,student,1,0,.94782853
193483,1,retired,1,22959,.18605147
193484,1,employed,0,12158,.88569915
193485,1,employed,1,7189,0
193486,0,student,0,11397,.45704648
193487,0,employed,1,64296,.39569065
193488,0,employed,0,12302,.055329025
193489,1,employed,0,8493,0
193490,1,student,0,11473,.73681575
193491,1,employed,1,6138,0
193492,1,employed,1,22491,.80073345
193493,1,student,0,7009,.099469006
193494,1,employed,1,93551,.81905246
193495,1,student,0,0,.83943748
193496,1,student,0,0,.79898775
193497,1,student,1,0,.65727496
193498,1,student,0,0,.1813124
193499,1,retired,0,4950,.14438401
193500,0,employed,1,11156,.63180929
193501,1,employed,1,7656,.69472182
193502,1,retired,0,6085,0
193503,1,unemployed,1,10990,.50696731
193504,0,employed,0,6820,.82897729
193505,1,employed,1,8420,0
193506,0,employed,1,7075,.54419661
193507,0,unemployed,0,0,0
193508,0,student,1,0,.20015557
193509,1,employed,1,40712,.31498089
193510,0,employed,0,14641,.99099678
193511,1,unemployed,0,75359,.14716084
193512,0,employed,0,7702,.032614458
193513,1,employed,1,8325,.62435395
193514,1,student,0,4287,.76445889
193515,1,retired,1,5488,0
193516,0,unemployed,1,0,0
193517,1,employed,0,6331,.75498915
193518,0,student,0,0,.85590214
193519,0,employed,1,8978,.58470881
193520,1,employed,0,110928,0
193521,0,student,0,11816,.73829585
193522,1,retired,1,4846,.092211612
193523,1,employed,0,18134,.77973956
193524,1,unemployed,1,15036,.47587878
193525,1,employed,1,8848,.72094774
193526,1,unemployed,1,14154,.47273362
193527,0,unemployed,0,12088,.59724462
193528,1,employed,1,18562,.25089976
193529,1,unemployed,1,0,.90038341
193530,0,employed,0,9936,.0088361669
193531,0,employed,1,66297,.2171347
193532,1,unemployed,1,40788,0
193533,1,employed,1,15635,.16788565
193534,0,employed,1,5302,0
193535,1,employed,0,9784,.525729
193536,0,employed,0,6346,.74555612
193537,1,employed,1,1000000,0
193538,0,unemployed,1,6911,.65237719
193539,0,retired,1,26470,.20711403
193540,0,employed,0,30554,.67601889
193541,1,employed,1,28821,.58268178
193542,1,employed,0,9745,0
193543,0,student,0,0,.59910184
193544,1,student,0,0,.86559296
193545,0,retired,0,14172,0
193546,1,employed,0,11672,.65417713
193547,0,student,1,0,.97741544
193548,1,employed,1,7284,.80835748
193549,1,employed,1,7302,.57926118
193550,1,employed,0,38101,0
193551,1,student,0,0,.88675797
193552,1,employed,1,144602,0
193553,0,employed,0,16310,0
193554,0,employed,1,13415,0
193555,0,employed,0,211484,.018459313
193556,1,student,0,52362,0
193557,1,employed,1,6503,.53023708
193558,1,unemployed,0,0,.7088502
193559,0,unemployed,1,0,.99230522
193560,0,employed,1,7649,0
193561,0,unemployed,1,12127,.58662915
193562,1,unemployed,0,6338,.95724308
193563,0,employed,1,11549,.24923418
193564,1,employed,1,10170,0
193565,1,employed,1,5970,0
193566,1,student,0,11503,.25385717
193567,1,employed,0,13486,.7049737
193568,0,employed,0,30007,.65700078
193569,1,employed,1,7942,.24162188
193570,0,unemployed,1,0,0
193571,1,student,0,0,.82348847
193572,1,retired,1,7393,.2925517
193573,1,employed,0,8615,.14881054
193574,0,employed,1,30506,.6836521
193575,0,employed,1,8317,0
193576,0,student,1,0,.4263573
193577,1,student,0,0,.84855151
193578,1,employed,1,8458,.14139596
193579,1,unemployed,1,23449,.72622633
193580,0,employed,0,32916,.11993695
193581,1,student,0,0,.10292348
193582,0,employed,0,9240,.38775665
193583,0,student,0,0,0
193584,1,retired,0,40811,.24272315
193585,1,employed,1,9947,.76749551
193586,1,employed,1,10351,.12084416
193587,1,employed,1,20252,0
193588,0,employed,1,7536,0
193589,1,student,0,19202,.77975118
193590,0,student,0,23948,.88823098
193591,1,employed,1,24008,0
193592,1,employed,1,29502,.27752125
193593,1,student,0,0,.79769754
193594,0,student,0,0,.83500785
193595,0,retired,1,2323,.1845897
193596,0,student,0,0,.22941548
193597,0,employed,1,5204,.56642884
193598,1,employed,1,16824,.71943003
193599,1,employed,1,7286,.66162056
193600,0,employed,1,6782,.27107251
193601,1,retired,1,5536,.002521778
193602,0,unemployed,1,0,0
193603,1,unemployed,1,0,.5415116
193604,1,retired,1,7301,0
193605,0,unemployed,1,11160,.58779526
193606,1,employed,0,143927,.099354438
193607,1,employed,1,44599,.62457347
193608,0,unemployed,1,11484,.26631573
193609,0,employed,0,15798,.077330038
193610,1,student,0,30304,.36216021
193611,1,employed,1,19692,.63803798
193612,1,employed,1,56768,0
193613,0,student,0,0,.83938885
193614,0,student,1,0,.38071868
193615,1,employed,0,6555,.3649424
193616,0,employed,1,161364,.34683546
193617,1,employed,1,7604,.98955345
193618,1,employed,1,6092,.48235148
193619,0,retired,1,4411,.36295938
193620,0,student,0,0,.91945887
193621,1,employed,1,9833,.54219121
193622,0,unemployed,0,9207,.28162953
193623,1,employed,1,40766,.37120029
193624,1,employed,1,8935,.62918144
193625,0,unemployed,1,11676,.34928077
193626,0,employed,1,8725,0
193627,1,student,0,0,.84055668
193628,0,unemployed,0,0,0
193629,1,unemployed,1,12295,0
193630,0,employed,1,10995,.82182407
193631,0,retired,0,20893,.21702953
193632,0,retired,1,11923,.049947742
193633,1,student,0,0,.7685051
193634,1,employed,1,12234,.67924541
193635,1,employed,1,65667,.56576794
193636,1,student,0,8424,.97328919
193637,1,student,0,23703,.87549496
193638,1,employed,0,41303,.21086015
193639,1,employed,1,113188,0
193640,1,student,0,0,.52530831
193641,0,student,0,0,.73686647
193642,0,employed,1,8220,0
193643,1,employed,1,13372,0
193644,1,employed,1,7428,.55781972
193645,1,student,1,15126,0
193646,0,employed,1,9220,.68440086
193647,1,employed,1,6678,.45231608
193648,0,student,0,0,.94633949
193649,1,student,0,6195,.84076369
193650,1,unemployed,1,27640,0
193651,1,unemployed,0,0,.44537333
193652,0,employed,1,7139,.15543151
193653,1,employed,1,6993,.72755772
193654,1,student,0,0,.63152319
193655,0,employed,1,6731,.84487677
193656,1,student,0,4722,0
193657,0,retired,1,3229,.033134457
193658,1,retired,0,6723,.18299074
193659,1,employed,0,14321,.93480545
193660,0,employed,0,8394,.46534681
193661,0,student,0,13025,.94750506
193662,0,student,0,6683,.91502595
193663,0,employed,0,32701,.6150986
193664,1,employed,1,18398,.51325572
193665,0,employed,1,8203,.58456212
193666,0,retired,0,8163,.29190484
193667,0,employed,0,23254,.42537698
193668,1,employed,1,11533,0
193669,1,employed,1,25825,.85945523
193670,1,employed,0,44307,.80367291
193671,1,employed,1,8896,.13756874
193672,0,retired,0,13372,0
193673,1,employed,1,5883,.34985554
193674,0,unemployed,1,9301,.37909192
193675,1,unemployed,1,7824,0
193676,1,employed,1,7969,.50770229
193677,1,retired,1,12670,.25941616
193678,1,student,0,0,.58335555
193679,1,employed,1,7710,.57175434
193680,1,retired,1,4331,.31460455
193681,1,employed,1,9922,.51630336
193682,0,employed,0,9868,.85012043
193683,0,retired,0,13856,0
193684,0,student,0,0,.49151692
193685,1,employed,1,8691,.55109298
193686,1,employed,1,33008,.67418218
193687,1,unemployed,1,20931,.94676119
193688,1,employed,0,15051,0
193689,0,employed,1,11098,.36264855
193690,1,unemployed,1,0,.34102708
193691,0,unemployed,1,0,.59741902
193692,0,student,0,0,.85273719
193693,0,student,0,0,.86408365
193694,0,retired,1,2527,.20746092
193695,1,unemployed,1,18556,0
193696,0,employed,0,14040,.64433968
193697,1,employed,1,12741,.26009399
193698,1,retired,0,34481,.25376004
193699,0,unemployed,0,0,.62157631
193700,1,employed,1,153426,0
193701,0,student,0,0,.17087387
193702,1,employed,1,17333,0
193703,1,student,0,0,.12085855
193704,0,unemployed,1,13629,.82394677
193705,0,employed,1,23102,0
193706,1,unemployed,1,0,.52773798
193707,1,retired,1,7423,0
193708,0,unemployed,0,0,0
193709,0,employed,0,10260,.59008074
193710,0,unemployed,0,21178,.44074515
193711,1,student,0,3620,.84610134
193712,1,employed,0,11634,0
193713,0,employed,1,11914,.5371781
193714,0,retired,1,9238,.22683625
193715,1,employed,1,67079,0
193716,1,employed,0,96896,.52411002
193717,1,retired,1,20399,0
193718,0,student,0,0,.77013159
193719,0,employed,0,5704,0
193720,1,employed,0,19281,.92600369
193721,1,employed,1,19788,0
193722,1,employed,1,10194,.60295498
193723,1,employed,1,16606,.68919647
193724,1,employed,1,9727,0
193725,1,student,0,19446,.23257095
193726,1,employed,1,60142,.95034426
193727,0,retired,1,3462,0
193728,1,student,0,0,.7143029
193729,1,student,0,0,.96527112
193730,1,employed,1,17194,0
193731,0,retired,0,5734,.28244799
193732,1,employed,0,12397,.59026194
193733,1,unemployed,0,0,.30599257
193734,1,student,0,3212,.73541158
193735,1,unemployed,1,0,.3977319
193736,0,retired,0,7858,0
193737,1,student,0,0,.72199303
