id,own,competing1,competing2,borrowertype,accepted,default,profit
97405,,.84255117,.18072559,1,0,0,
97406,,,,2,0,1,
97407,.11405265,.062672026,.16100375,1,0,0,
97408,,,.24250621,3,0,1,
97409,.21079901,.085808232,.13078713,2,0,0,
97410,,.069979325,.11644711,1,0,1,
97411,,.91455001,.31363544,2,0,0,
97412,.047661737,.091540605,.21543418,3,1,0,476.61737
97413,.026656557,.070133001,.036744997,1,1,0,266.56558
97414,,,,3,0,0,
97415,,.92928803,.2483308,3,0,0,
97416,,.47780809,,3,0,0,
97417,,.34669948,,1,0,0,
97418,,,.57443237,3,0,0,
97419,,.4487924,.16518566,1,0,0,
97420,.020096485,.034122862,.054260533,3,1,0,200.96484
97421,,.55117404,.51475018,1,0,0,
97422,,.32535976,,1,0,1,
97423,.021011058,.048165396,.049385581,3,1,0,210.11058
97424,,.57788634,.19152549,1,0,0,
97425,,,.33148748,1,0,1,
97426,.18176599,.26597556,.18170787,2,0,0,
97427,.2252561,.21171917,.18005855,3,0,0,
97428,,,.38839746,1,0,0,
97429,,.47204757,.25387987,1,0,0,
97430,.080325924,.096097723,.076845638,2,0,0,
97431,.2014392,.52102888,.13374399,3,0,0,
97432,,,,1,0,0,
97433,,,,3,0,1,
97434,.27711922,.25371423,.19162007,2,0,0,
97435,,,.020989671,1,0,0,
97436,,.38820323,,1,0,1,
97437,.17056754,.15904629,.56644595,1,0,0,
97438,,.45403552,.51010865,2,0,1,
97439,,,.021695102,2,0,1,
97440,,.13886511,.52377713,2,0,1,
97441,.03599143,.02227571,.03615433,1,0,1,
97442,,,,2,0,0,
97443,,.28611955,.21291754,3,0,0,
97444,.18368214,.94380927,,3,1,0,1836.8214
97445,,,.44062313,1,0,0,
97446,,,.40895298,3,0,0,
97447,.13609353,.13763668,.20241128,3,1,0,1360.9353
97448,,.43489859,.97967219,3,0,1,
97449,.28357708,.18501277,.23048189,3,0,0,
97450,,,,1,0,0,
97451,,,.20817068,1,0,1,
97452,,.50619376,.24416053,2,0,0,
97453,.020224206,.024873158,.019793781,2,0,0,
97454,,,,3,0,0,
97455,,.15273833,.17412385,2,0,0,
97456,,,.26635927,2,0,1,
97457,.027223738,.025038417,.082876965,1,0,0,
97458,,.74097449,.33870614,1,0,0,
97459,.20769283,.29778048,.31153715,1,1,0,2076.9282
97460,,,,1,0,1,
97461,,,,3,0,0,
97462,,.49682906,.02082051,2,0,0,
97463,.16288094,.27861503,,2,1,0,1628.8094
97464,.067620285,.060117699,.058144934,3,1,0,676.20282
97465,,.12103769,.23421097,3,0,0,
97466,,.34438026,.17337383,3,0,0,
97467,,,.020875722,3,0,0,
97468,.027279725,.042459894,.074791372,3,1,1,-10000
97469,.27380973,.84089208,,2,1,0,2738.0974
97470,,.50698447,,2,0,1,
97471,,.28610823,.44814152,1,0,0,
97472,.11118553,.081704013,.038810357,3,0,0,
97473,,.20093568,.19541614,2,0,0,
97474,,.56986856,.21557467,1,0,0,
97475,,.51100743,.020998064,3,0,1,
97476,,.28159788,.52376306,2,0,0,
97477,,.43558797,.1689849,3,0,1,
97478,,.80224156,,1,0,0,
97479,.27112123,.51111048,.79258388,3,1,1,-10000
97480,,.20184717,.35643598,2,0,0,
97481,,.1882647,.89216954,1,0,0,
97482,,.41298854,.73696578,3,0,0,
97483,,.9862383,.59740549,3,0,0,
97484,,.24696343,,3,0,0,
97485,,.27217567,.96683687,2,0,1,
97486,,.15893756,.021018226,1,0,0,
97487,.030461505,.024409156,.040637527,3,1,0,304.61505
97488,,.45446277,.1657498,3,0,0,
97489,.11520127,.12462175,.23352909,1,0,0,
97490,,.3106654,.90267324,1,0,0,
97491,.20417021,.13775903,.21653941,3,0,1,
97492,,,,3,0,0,
97493,.16608196,.072965711,.13585097,3,0,0,
97494,,.40862146,.24162422,3,0,0,
97495,,.87785566,.63750088,3,0,0,
97496,,,.58197695,1,0,1,
97497,,,.84869456,1,0,0,
97498,.23787488,.35843962,.39361554,1,1,0,2378.7488
97499,,.43049568,.74025553,3,0,1,
97500,.091893829,.06439352,.2265383,1,0,0,
97501,.1360134,.21280703,.11645459,3,1,0,1360.134
97502,,.31952417,.61588287,2,0,0,
97503,,.83604348,.21681106,2,0,0,
97504,.12431183,.19883242,1,3,1,0,1243.1183
97505,,.41752243,.18968861,2,0,0,
97506,.10306504,.069459714,.18809925,3,0,0,
97507,.078886069,.028216459,.042902343,3,0,0,
97508,,.38196629,,1,0,0,
97509,.2544432,.12844393,.10221402,2,0,0,
97510,.29814225,.14515039,.15996476,3,0,1,
97511,,,.69080132,1,0,0,
97512,.13835502,.17064038,.21020313,2,1,0,1383.5502
97513,,.065548174,.26319623,3,0,0,
97514,,,.1117242,2,0,1,
97515,,,.79892945,3,0,1,
97516,.1028802,.32282257,.33338967,2,1,0,1028.802
97517,,.69339114,.22232494,2,0,1,
97518,,.066083908,.15271524,3,0,1,
97519,,.70112062,.24566065,1,0,1,
97520,.10624824,.11698689,.41789651,1,0,0,
97521,,.4650434,.021010436,1,0,0,
97522,,.13372698,.32610145,2,0,0,
97523,,.40269944,,2,0,0,
97524,,.42678696,.17267516,2,0,1,
97525,,,.24621873,1,0,0,
97526,.2142154,.0529074,.13294531,3,0,0,
97527,,,,1,0,0,
97528,.043060485,.070172176,.1442512,2,1,0,430.60486
97529,,.32535976,,3,0,0,
97530,.2590149,.17023125,.40400514,3,0,1,
97531,.28658402,.27276227,.14855227,3,0,0,
97532,,.47780809,,1,0,1,
97533,.22694102,.15829365,.22672339,1,0,0,
97534,,.32105109,.25050744,2,0,0,
97535,,.98224086,,2,0,0,
97536,.022277635,.023593966,.070411973,3,1,0,222.77635
97537,,.09228266,.20901288,3,0,0,
97538,,.7416926,.16608655,1,0,1,
97539,.14845942,.0907754,.21839315,3,0,0,
97540,,,.35983831,3,0,0,
97541,,,,3,0,1,
97542,.12009186,.065485783,.12474247,3,0,0,
97543,.029578792,.1352783,.437509,2,1,0,295.78793
97544,,.80625647,.7221185,3,0,0,
97545,.02392832,.011567813,.028524918,3,1,0,239.2832
97546,,,.22954725,3,0,1,
97547,.020037079,.021059265,.019999005,1,0,0,
97548,,.22101855,.89077383,3,0,0,
97549,,.70635259,,3,0,1,
97550,,,.69808781,1,0,0,
97551,,,.63873732,3,0,0,
97552,.19420162,.16686444,.25073802,3,0,0,
97553,.19100851,.13069943,.19980118,1,0,0,
97554,.072345488,.11467058,.073765531,3,1,0,723.4549
97555,.067171246,.14232285,.36785212,2,1,0,671.71246
97556,.12663931,.092092499,.1789853,3,0,0,
97557,,.6267435,.42923442,1,0,0,
97558,.11411878,.04896206,.16241142,1,0,0,
97559,,.29155523,.23600799,3,0,0,
97560,,,,3,0,1,
97561,,.47334778,.021975743,3,0,0,
97562,,.23413986,.23898265,2,0,0,
97563,,,,1,0,0,
97564,,,.4367018,2,0,0,
97565,,.30572066,.21587598,3,0,0,
97566,,.19683094,.31248194,3,0,0,
97567,,.73416281,.41243321,1,0,0,
97568,.031612124,.029755585,.068377525,3,1,0,316.12125
97569,.12893043,.37086019,.39447552,3,1,0,1289.3043
97570,.031612124,.066349603,.087195463,2,1,0,316.12125
97571,,.33288902,.22844608,2,0,0,
97572,,.29436275,.72311795,2,0,0,
97573,,.40795144,,2,0,0,
97574,.053309824,.06293828,.13255027,3,1,0,533.09827
97575,,.5850988,.20406011,1,0,1,
97576,,,,2,0,1,
97577,.032701533,,.52034527,2,1,0,327.01532
97578,.095377639,.09117987,.24775454,3,1,0,953.77637
97579,.21126465,.034543097,.087214284,1,0,0,
97580,,,.7398051,1,0,0,
97581,,.66676021,,3,0,1,
97582,.11160212,.31038171,.0369488,3,0,0,
97583,,.69483548,,2,0,0,
97584,,.49040073,.23636575,1,0,0,
97585,,.39934081,,1,0,1,
97586,,.06492874,.15315969,2,0,0,
97587,,.31638911,.20766792,2,0,1,
97588,.041219026,.052499257,.021147639,1,0,0,
97589,,.46385422,.16899228,1,0,0,
97590,,.49805626,.50928175,2,0,1,
97591,,.2477318,.24528259,1,0,0,
97592,,,,2,0,0,
97593,,,,2,0,0,
97594,.035655789,.064711995,.14103511,2,1,0,356.55789
97595,,,.83950847,3,0,0,
97596,,.26918423,.41135016,1,0,0,
97597,,,.33070311,3,0,0,
97598,.030571472,.058893044,.1250688,2,1,0,305.71472
97599,,,,2,0,0,
97600,.081452236,.19394222,.16181763,2,1,1,-10000
97601,,.34283349,.27218759,3,0,0,
97602,,,.1061551,3,0,0,
97603,.2566559,.29306263,.10406119,1,0,0,
97604,,.66072857,.11277203,3,0,0,
97605,,,,2,0,0,
97606,,.43551621,.37581348,3,0,0,
97607,,.33451298,1,2,0,0,
97608,,.27663696,.16294357,1,0,0,
97609,,.41106656,,2,0,0,
97610,.24478272,.055052031,.090338707,3,0,0,
97611,,.64934051,.23555104,2,0,0,
97612,.25436419,.21681961,.20885693,1,0,0,
97613,,.19289109,.22156194,2,0,1,
97614,,.58413744,.36679652,3,0,0,
97615,.10978238,.06768401,.14726073,3,0,0,
97616,.026455872,.088635713,.18935554,3,1,0,264.55872
97617,.1215823,.48472583,.26273757,2,1,1,-10000
97618,,.58845842,.84640265,2,0,0,
97619,.25687596,.18175718,.24738356,3,0,0,
97620,,,.24626181,2,0,1,
97621,.049159635,.082328223,.23096715,3,1,0,491.59634
97622,,.55368733,,2,0,0,
97623,.15803942,.19724903,.57295424,3,1,1,-10000
97624,.062035713,.018878568,.13586743,3,0,0,
97625,,.5713734,,3,0,1,
97626,,,.020865222,2,0,0,
97627,,.12253658,.20408784,1,0,0,
97628,,.37958932,.54010004,3,0,0,
97629,,,,2,0,0,
97630,,.19753808,.3367354,2,0,0,
97631,,,,3,0,1,
97632,.041623425,.024987273,.020024855,2,0,0,
97633,,.98306787,.9504618,2,0,0,
97634,,,.020829728,2,0,0,
97635,,.50391275,.020806242,3,0,0,
97636,,.46518812,.38196626,3,0,0,
97637,,.43986601,.98045558,1,0,0,
97638,.15644924,.08767271,.1558404,2,0,0,
97639,.024918118,.20051679,.021816919,3,1,0,249.18118
97640,.10317001,.062481448,.13652629,1,0,0,
97641,.26626897,.33256769,.27953207,1,1,0,2662.6897
97642,.041732244,.020827282,.051672298,1,0,0,
97643,,.66131186,.020908611,3,0,0,
97644,,.057678357,.036750682,2,0,0,
97645,,.15640844,.46074426,1,0,0,
97646,,.14248478,.26136529,2,0,0,
97647,,,.55263871,3,0,0,
97648,,,,1,0,0,
97649,,.4360624,,2,0,1,
97650,,.27132082,.94324088,2,0,0,
97651,,.36525437,.15088421,2,0,1,
97652,,,,3,0,1,
97653,,.44366658,.021352448,2,0,1,
97654,.043001559,.11219849,.22929126,3,1,1,-10000
97655,,.49179843,.21697474,2,0,1,
97656,,.19380477,.69203162,2,0,1,
97657,,,,3,0,0,
97658,,,.821549,2,0,1,
97659,,.20654607,.39168277,3,0,0,
97660,.26147214,.094689079,.18294662,1,0,0,
97661,.24800161,.090296954,.1859102,1,0,0,
97662,,.26947609,,1,0,0,
97663,,,,3,0,1,
97664,,.38512462,.42373782,1,0,0,
97665,.29836863,.093704,.14835641,2,0,0,
97666,,.27037963,.79163176,2,0,0,
97667,,.1203066,.11631037,2,0,0,
97668,,,.22775321,3,0,1,
97669,,,.46466982,2,0,0,
97670,,.098107666,.24830437,3,0,0,
97671,,.93417352,,2,0,0,
97672,,.5573824,.020953415,3,0,0,
97673,,.69709957,.1182858,2,0,1,
97674,,.33718634,.24357767,3,0,1,
97675,,,.9344824,2,0,1,
97676,.11558541,.068207785,.17809595,3,0,0,
97677,,.49437168,,2,0,1,
97678,.020848973,.030480022,.020547861,1,0,0,
97679,,,.82039398,3,0,0,
97680,,.38842934,.54333818,3,0,1,
97681,,,,2,0,1,
97682,.054989766,.07358671,.038629692,2,0,0,
97683,,.84364891,.58292812,3,0,1,
97684,.053786397,.022611899,.080800198,1,0,0,
97685,.049802512,.028231438,.13297294,1,0,0,
97686,,.58620268,,1,0,0,
97687,,.26918423,.32898346,3,0,1,
97688,,,.18198894,1,0,0,
97689,,.46825835,.24642904,3,0,0,
97690,.12543908,.1460461,.2302056,2,1,0,1254.3907
97691,.089912124,.0430618,.061614454,1,0,0,
97692,,,.020997211,1,0,0,
97693,,.54089034,.43431178,2,0,0,
97694,,.29335284,.16300984,2,0,0,
97695,,.30365834,.25332347,3,0,0,
97696,.035627227,.074209034,.020437935,3,1,0,356.27228
97697,.053590111,.070172176,.023831846,1,0,0,
97698,,,.42321151,3,0,0,
97699,.084498711,.077928379,.44593239,3,1,0,844.98712
97700,.21208189,.047824305,.020697763,3,0,0,
97701,.16935638,.16077349,.1635749,3,1,0,1693.5637
97702,.25125918,.35240403,.20927651,3,0,0,
97703,,.22137533,.84355158,1,0,0,
97704,,.56210607,.52981359,2,0,0,
97705,,.28575712,.89917326,3,0,1,
97706,.040125269,.028618703,.056165513,3,1,0,401.25269
97707,,.34330583,.15415934,2,0,0,
97708,,.53433329,.21755143,2,0,1,
97709,,.13661313,.1060091,2,0,0,
97710,,.45403552,.79163259,2,0,1,
97711,,.25725818,.98023266,3,0,0,
97712,,,.55975068,2,0,1,
97713,,,,2,0,0,
97714,,.25046739,.33248633,3,0,0,
97715,,,,2,0,0,
97716,,,,1,0,1,
97717,,,.23377517,2,0,1,
97718,,.1714846,.2729449,3,0,0,
97719,.23407294,.20774117,.24718998,3,0,0,
97720,,.29095858,.26766789,3,0,0,
97721,,,.11725902,1,0,0,
97722,,.12773125,.25504717,3,0,1,
97723,,.50767052,.25143811,2,0,1,
97724,.11973296,.1742778,.14642987,1,1,0,1197.3296
97725,,.56383801,,1,0,0,
97726,,.53881961,,2,0,1,
97727,,.07423988,.050236095,3,0,0,
97728,.020151505,.050354742,.024198016,2,0,0,
97729,,.37651566,.14066,1,0,0,
97730,,.3921386,.41846696,2,0,1,
97731,,,,3,0,0,
97732,,.13065499,.021423204,1,0,0,
97733,.042729005,.069935903,.11006466,1,1,0,427.29004
97734,,.7047531,.63733882,3,0,0,
97735,,.58853829,.22352214,1,0,1,
97736,,,,1,0,1,
97737,,,,2,0,0,
97738,,.38677731,.25663674,2,0,1,
97739,.23833486,.40861359,.53180677,2,1,0,2383.3486
97740,,.47172031,.40358549,3,0,1,
97741,.097948864,.13008904,.47996292,3,1,1,-10000
97742,.068257801,.051677212,.033881724,3,0,0,
97743,,.17376256,.23697419,3,0,1,
97744,,.45427603,.71298486,1,0,0,
97745,.041868906,.086550191,.11700267,3,1,0,418.68906
97746,.27750787,.20803294,.32473263,2,0,0,
97747,.099523872,.15224305,.10883161,3,1,0,995.23871
97748,,,,1,0,1,
97749,.038215544,.032480694,.020003477,2,0,0,
97750,,,.99053723,3,0,0,
97751,,.44861934,,1,0,0,
97752,,.29436275,.75627512,3,0,0,
97753,,.46676263,.41638726,2,0,0,
97754,.057263166,.14108518,.030434862,2,0,0,
97755,,,.41645092,2,0,1,
97756,,.23236677,,2,0,0,
97757,.047991917,.12911706,.062405784,3,1,0,479.91916
97758,,.25288621,,2,0,0,
97759,,.7379778,.61576831,1,0,0,
97760,,,.021685483,2,0,0,
97761,,.35258225,.18328191,1,0,0,
97762,.026852364,.022838721,.094397455,3,1,0,268.52365
97763,,.23732404,.33874157,1,0,0,
97764,,.42459357,.19583471,3,0,0,
97765,.19796695,.11367062,.13782392,1,0,0,
97766,.29966557,.12196113,.3569316,1,0,0,
97767,,.11563019,.45504421,3,0,0,
97768,,.25902063,.020962836,1,0,1,
97769,.26476011,.30326381,.97231853,2,1,1,-10000
97770,,,,1,0,0,
97771,.07238064,.18249023,.57855445,3,1,0,723.8064
97772,,.22360349,.13297315,2,0,0,
97773,,,.41976199,3,0,0,
97774,,,,3,0,0,
97775,,.20870753,.36791825,1,0,0,
97776,.27344257,.14101355,.17247581,3,0,0,
97777,,.33632022,.41739213,2,0,0,
97778,,.56091517,,2,0,0,
97779,,.23800886,.98527932,1,0,1,
97780,.02924641,.022567306,.020220783,2,0,0,
97781,,.22570121,.10235876,3,0,0,
97782,,.44027406,.23522381,3,0,0,
97783,.030428834,.055328697,.090884276,1,1,0,304.28833
97784,,.22585031,.21859486,1,0,0,
97785,.020082058,.010828584,.06222789,3,1,0,200.82059
97786,,.41021568,.25688908,1,0,0,
97787,.16409169,.10140047,.084869266,3,0,0,
97788,.2046099,.12973793,.48920053,3,0,0,
97789,,.56986856,.39758012,3,0,0,
97790,,.23244253,.47991961,2,0,0,
97791,,.48936123,.24355008,3,0,1,
97792,,.50090021,.60217279,3,0,0,
97793,.08925093,.04924155,.02311595,3,0,0,
97794,,.17006715,,3,0,0,
97795,.10816769,.2503407,.39697492,3,1,0,1081.6769
97796,.18765885,.035898373,.020448374,2,0,0,
97797,.043290313,.081066906,.39626843,2,1,0,432.90314
97798,,.33409995,.75160372,1,0,0,
97799,,.19396953,.21729597,3,0,0,
97800,.13259728,.11963192,.22292176,1,0,0,
97801,,,.16785854,2,0,0,
97802,,,.46548212,2,0,1,
97803,,.52539974,.952272,2,0,0,
97804,,.28056601,.10113338,3,0,0,
97805,,,.44836369,2,0,1,
97806,.037076831,.03019746,.061438438,1,0,0,
97807,.020367267,.037458844,.095137164,3,1,0,203.67267
97808,,.13485277,.27397266,3,0,0,
97809,.12661995,.19353348,.87165523,2,1,0,1266.1995
97810,,.36370659,.23245896,3,0,0,
97811,,.46914056,.25607541,2,0,0,
97812,,,.020883668,3,0,0,
97813,,.57499456,,2,0,1,
97814,.026746841,.028499922,.067194417,2,1,0,267.46841
97815,,,,1,0,0,
97816,,.30201197,.83968633,1,0,0,
97817,,.18339366,.18697235,2,0,0,
97818,.25267127,.13888162,.81857705,2,0,0,
97819,,,.11021715,3,0,1,
97820,,.32403663,.15466681,2,0,0,
97821,.11250834,.088129357,.1269605,3,0,0,
97822,.20405757,.0924365,.070463747,3,0,0,
97823,.08764559,.070983261,.12687929,1,0,0,
97824,,,.19442013,3,0,0,
97825,.22230025,.077405669,.29309103,1,0,0,
97826,.075488985,.046120293,.1204126,2,0,0,
97827,,.098326102,.49493894,1,0,0,
97828,.18496002,.84657693,.20170785,3,1,0,1849.6002
97829,,.51093608,.38314277,1,0,0,
97830,.17025021,.073893324,.25161833,3,0,0,
97831,,,.66118056,3,0,0,
97832,.23707765,.32946396,.19559817,1,0,0,
97833,,.52559853,,1,0,1,
97834,,.36628363,.51230693,1,0,1,
97835,,,.41947529,1,0,0,
97836,,,,1,0,0,
97837,.21956739,.12482557,.13533114,1,0,0,
97838,,.23676009,.17552936,2,0,0,
97839,.16567479,.081389636,.020669134,1,0,0,
97840,.08764559,.09971872,.052448768,2,0,0,
97841,.093857944,.52429891,.15379472,1,1,0,938.57947
97842,,.58141226,.46807703,3,0,1,
97843,,.42459866,.10722163,1,0,0,
97844,.025687953,.022487307,.011771692,2,0,0,
97845,,.27387774,.19216914,3,0,0,
97846,,.98853344,.51728934,1,0,0,
97847,,,,2,0,1,
97848,.15174055,.11189787,.51834887,2,0,0,
97849,,,,2,0,1,
97850,,,.12174101,1,0,1,
97851,,.47780809,,3,0,0,
97852,,,,3,0,1,
97853,,.65677381,.18762372,1,0,1,
97854,,.37201896,.59233683,3,0,0,
97855,,.86603224,,3,0,0,
97856,,.3605915,.18106818,1,0,1,
97857,.25149176,.09061978,.46999443,2,0,0,
97858,.057373021,.22167148,.49680379,2,1,0,573.73022
97859,,.74791455,.27143401,2,0,1,
97860,,.64326555,.53480458,3,0,1,
97861,.15199624,.1428747,.15363002,1,0,0,
97862,,,.38710725,2,0,1,
97863,.077659778,.059388854,.25439161,3,1,0,776.59778
97864,.18917523,,.087376408,1,0,0,
97865,,.53897208,.43556786,2,0,1,
97866,.15684474,.10536508,.090110451,2,0,0,
97867,.033801068,.032823596,.019914879,3,1,0,338.01068
97868,,.43225145,.18566595,2,0,0,
97869,.18912424,.37514597,,1,1,0,1891.2424
97870,.048161622,.069131687,.11500834,1,1,0,481.61621
97871,.047252968,.094110213,.18750927,3,1,0,472.52969
97872,,.4675599,.74208963,2,0,0,
97873,.065843046,.02502566,.02000941,3,0,0,
97874,,,.46501225,3,0,0,
97875,.27435395,.13069476,.2176172,2,0,0,
97876,.10413616,.065960914,.052045491,3,0,0,
97877,,.2762706,.20827094,1,0,1,
97878,,.24615346,.23923358,2,0,0,
97879,.19255406,.28296086,.88377184,2,1,0,1925.5405
97880,.041328505,.045621864,.14970891,1,0,0,
97881,.17768463,.13282292,.16370654,2,0,0,
97882,,.50809658,.17690489,1,0,0,
97883,.13926977,.077809118,.065302521,1,0,1,
97884,,.16026933,.40529093,2,0,0,
97885,.094718516,.086162835,.12273259,3,1,0,947.18518
97886,,.21233238,.14106442,1,0,0,
97887,,,.020792635,2,0,1,
97888,,,,1,0,1,
97889,.1422382,.28406477,.24814819,2,1,0,1422.382
97890,,.11183263,.16876717,1,0,0,
97891,.092923805,.055456914,.047995538,2,0,0,
97892,,.58707172,.38169011,3,0,0,
97893,,,,1,0,1,
97894,,.61459011,.26400554,3,0,0,
97895,,.10939167,.17309295,3,0,0,
97896,,.36539996,.28977001,1,0,0,
97897,,.24777374,.39486259,1,0,0,
97898,.021570474,.022937033,.019924747,1,0,0,
97899,,.091118559,.23496805,1,0,0,
97900,.1479705,.097617723,.20149375,3,0,1,
97901,,.23247233,,3,0,0,
97902,,.72180629,,1,0,0,
97903,,.74265194,,1,0,0,
97904,,.6790728,.7842077,1,0,1,
97905,,.055620719,.13726078,1,0,0,
97906,,.29415631,,3,0,0,
97907,,.23774001,,3,0,0,
97908,,,.40276945,3,0,0,
97909,.032826349,.032032531,.05256686,3,1,0,328.26349
97910,.26642698,.54259336,.42976376,3,1,1,-10000
97911,,.27625796,.073475994,2,0,0,
97912,,,.51662761,2,0,0,
97913,,,,1,0,1,
97914,,.084491327,.02061072,2,0,0,
97915,.10844937,.95153338,,1,1,0,1084.4937
97916,,,.45638704,2,0,0,
97917,,,,3,0,0,
97918,,.13319449,.14321388,2,0,0,
97919,,.92788631,,2,0,1,
97920,,.44981056,,3,0,0,
97921,,,,1,0,0,
97922,.1816012,.22238378,.15260857,2,0,0,
97923,,.19093466,.30291045,3,0,0,
97924,.20608036,.1757309,.23587653,1,0,0,
97925,,.98991847,,3,0,1,
97926,,.28610823,.22110267,1,0,0,
97927,,,,3,0,0,
97928,,.23514366,.020761024,1,0,0,
97929,,.25227818,.4971579,2,0,0,
97930,,.55934519,.49443135,1,0,0,
97931,.033397209,.0069316216,.028823659,1,0,0,
97932,,.21261574,.1665124,3,0,0,
97933,,.587973,.40518674,3,0,0,
97934,,.14548498,.14976008,2,0,0,
97935,,.51736283,.021869702,3,0,1,
97936,.060094826,.061671115,.36573747,2,1,0,600.94824
97937,,.47893822,,2,0,0,
97938,.15948734,.13724412,.1840128,2,0,0,
97939,,,.86171967,2,0,1,
97940,,,,1,0,0,
97941,.0450712,.32488868,.10215798,1,1,0,450.71201
97942,,.15569364,.1799513,1,0,0,
97943,,.86211735,,2,0,1,
97944,,.22036201,.6570577,2,0,0,
97945,.26297581,.13123828,.43303144,3,0,0,
97946,,.47304007,.61820376,1,0,0,
97947,,.45132664,.271465,3,0,0,
97948,.22628608,.21494621,.09805312,1,0,0,
97949,,.4841598,.90368634,2,0,0,
97950,,.54534733,.43489465,2,0,1,
97951,.1402396,.24717425,.22899996,2,1,0,1402.396
97952,.10508222,.074158609,.12455577,3,0,0,
97953,,.39617705,.48398191,1,0,0,
97954,,.61613834,.6166572,2,0,1,
97955,,,.47206795,3,0,0,
97956,,.35475048,.020815982,2,0,1,
97957,,.30958208,,3,0,0,
97958,.16108057,.040193554,.031807087,2,0,0,
97959,,.63595051,,2,0,1,
97960,,,.020753277,3,0,1,
97961,,.83123749,.65075725,3,0,0,
97962,.024619035,.13253079,.14060193,2,1,0,246.19035
97963,,.45403552,.021562399,2,0,0,
97964,,,,2,0,1,
97965,,.50468218,.63440919,1,0,1,
97966,,.47190183,,3,0,0,
97967,,.22793245,.62517083,2,0,0,
97968,,.33681038,.62584233,2,0,0,
97969,.13723512,.31991911,.25377488,2,1,0,1372.3512
97970,,.62008709,,2,0,0,
97971,.12951089,.11398754,.20755085,3,1,0,1295.1089
97972,,,,1,0,1,
97973,,.44600287,.64233935,3,0,0,
97974,,.37015316,.15579009,2,0,1,
97975,.117012,.081713118,.020778053,1,0,0,
97976,.10333508,.015478195,.020194966,1,0,0,
97977,.12038343,.075504929,.24441841,1,0,0,
97978,,.47969893,.7496224,3,0,0,
97979,,.19776416,.41948652,3,0,0,
97980,,.61428517,.84278083,1,0,0,
97981,.14590496,.050293762,.020191673,3,0,0,
97982,,.51547509,.020968201,3,0,1,
97983,.20997362,.27039096,.15074073,2,0,0,
97984,,.26086724,.26868272,3,0,1,
97985,,.65978009,.49352169,1,0,0,
97986,.11517063,.22067954,.45541868,3,1,0,1151.7063
97987,,.48230979,.46006221,3,0,0,
97988,,.31252095,.24423942,1,0,0,
97989,,.60655856,.26846397,3,0,0,
97990,.055946216,.038637705,.02386458,3,0,0,
97991,,.6703043,,3,0,0,
97992,,.98285347,.87674385,1,0,0,
97993,.071542636,.38986221,.36250868,2,1,0,715.42633
97994,,.98991847,,1,0,1,
97995,.1140404,.25891638,.70240545,2,1,0,1140.4039
97996,,,.73529631,1,0,0,
97997,,.25871184,.20859821,2,0,0,
97998,.26426727,.29118049,.36297894,3,1,0,2642.6726
97999,,.59263813,.69596887,3,0,0,
98000,,.1902439,.5565033,2,0,1,
98001,.020104431,.013247062,.075580403,1,0,0,
98002,,.20629261,.23524688,2,0,1,
98003,,,.65388191,2,0,0,
98004,,.77142543,.40645167,2,0,0,
98005,,.86183482,.60920346,3,0,1,
98006,,,,1,0,1,
98007,.059520829,.046911191,.046915725,2,0,0,
98008,,.52651006,.45685703,2,0,0,
98009,,.18461093,.30927628,1,0,1,
98010,,,,3,0,1,
98011,,,.63669002,1,0,0,
98012,,.44579893,.22013937,2,0,1,
98013,,.49279147,.19799505,2,0,1,
98014,,.49247074,.021736322,2,0,0,
98015,.21684748,.070281185,.14754647,3,0,0,
98016,.14224638,.19192363,.13468748,1,0,0,
98017,,.30602071,.23772709,1,0,1,
98018,,.37607461,.18279363,2,0,1,
98019,.2559368,.046346832,.024261238,1,0,0,
98020,,.10042527,.28160718,3,0,0,
98021,,.72927409,.45777273,1,0,0,
98022,.2707828,.2725057,.21682289,2,0,0,
98023,,,,1,0,1,
98024,.053011518,.056298736,.14465806,3,1,0,530.11517
98025,.05169202,.035576772,.11086031,2,0,0,
98026,,.33485302,.17641117,3,0,0,
98027,.23357952,.40780941,.31938192,2,1,0,2335.7952
98028,,.29361758,.27249554,1,0,0,
98029,,.055986017,.17423424,1,0,0,
98030,.17278177,.14494844,.62257606,3,0,1,
98031,,.44073257,.18510857,1,0,0,
98032,,.71270913,.16656572,2,0,0,
98033,.14328279,.39953387,.14729971,2,0,0,
98034,,.11764485,.53995782,1,0,1,
98035,,.20731151,.16914557,3,0,0,
98036,,,.021211728,2,0,1,
98037,,.13195089,.50633657,1,0,0,
98038,,,.020848539,2,0,0,
98039,,.23734125,,3,0,1,
98040,,.43204093,.58488607,3,0,0,
98041,.082457587,.17006713,.45052016,2,1,0,824.57587
98042,,.3569904,.020811241,3,0,1,
98043,,.11568236,.23780957,2,0,0,
98044,.025644891,.0068889251,.039977763,1,0,0,
98045,,,.63106412,1,0,0,
98046,.074636392,.098145775,.020692648,3,0,1,
98047,,,.19452374,1,0,0,
98048,.075933047,.071488671,.071950823,3,1,0,759.33044
98049,,.28938627,.26257214,2,0,0,
98050,,.30780539,.42242774,2,0,0,
98051,.17284845,.19314308,.2319545,3,1,0,1728.4845
98052,.17622997,.124699,.33525887,2,0,0,
98053,.081474699,.086173236,.22181043,2,1,0,814.74701
98054,,.37700969,.31427366,2,0,0,
